"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"1502","Hex Star Wars cases: Soft leather protects your Apple iPhone X better than the Force - ZDNet  ","2017-12-15 18:46:33","FALSE","0","0","2","Apple Iphone","New York","USA",FALSE
"1503","RT @_BobbyB: Yo apple is getting real expensive.. the new iMac Pro is $4,999.00 &amp; iPhone X is $999.. Get the fuck out of here!","2017-12-15 18:45:25","TRUE","14","0","-2","Apple Iphone","New York","USA",FALSE
"1504","RT @SaveTibetOrg: New DalaiLama app doesn't appear in the @Apple Store in China:
 ","2017-12-15 18:41:12","TRUE","9","0","0","Apple Iphone","New York","USA",TRUE
"1505","The iPhone Xs $1,000 Price Tag Is Actually a Good Thing  ","2017-12-15 18:34:10","FALSE","0","0","1","Apple Iphone","New York","USA",TRUE
"1506","The iPhone Xs $1,000 Price Tag Is Actually a Good Thing  ","2017-12-15 18:34:08","FALSE","0","0","1","Apple Iphone","New York","USA",TRUE
"1507","Apple iPhone 8 Plus 64gb Grey ( UNLOCKED ) *Brand New Sealed* READ DESCRIPTION  ","2017-12-15 18:31:34","FALSE","0","0","0","Apple Iphone","New York","USA",TRUE
"1508","RT @DigiSlice: Apple has released iOS 11.2.1 update iPhone  ","2017-12-15 18:31:30","TRUE","54","0","0","Apple Iphone","New York","USA",TRUE
"1509","!!!!!!! - The dark, unsettling adventure Inside is now on the iPhone - The Verge  ","2017-12-15 18:24:38","FALSE","0","0","-2","Apple Iphone","New York","USA",FALSE
"1510","Apple buys original space drama TV series from 'Battlestar Galactica' creator  ","2017-12-15 18:20:13","FALSE","0","1","0","Apple Iphone","New York","USA",FALSE
"1511","Apple iPhone 4 4S 5 5C 5S 6 6S Factory Unlocked Smartphone  ","2017-12-15 18:18:27","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1512","iMagic Trick on the AppStore  ","2017-12-15 18:15:20","FALSE","0","3","-1","Apple Iphone","New York","USA",TRUE
"1513","Buggz Muney - The Catch Up
 ","2017-12-15 18:15:04","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1514","RT @ProgressOfAKind: What did Icahn do to earn $2 billion in profit in 32 months from apple? 

He never supplied the company with any capit","2017-12-15 18:13:52","TRUE","19","0","0","Apple Iphone","New York","USA",TRUE
"1515","The Do Not Disturb function on the iPhone should allow you to create your own settings as to when a call actually gets through. @Apple","2017-12-15 18:02:38","FALSE","0","0","-1","Apple Iphone","New York","USA",FALSE
"1516","Apple iPhone 7 Plus  32GB  Silver (EE) Smartphone*Brand NeW*  ","2017-12-15 18:01:06","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1517","Our very own, Asem Othmansaid it first! Apple's FaceID has not taken great strides fighting racial bias in techno  ","2017-12-15 18:00:02","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1518","New DalaiLama app doesn't appear in the @Apple Store in China:
 ","2017-12-15 17:58:15","FALSE","9","3","0","Apple Iphone","New York","USA",FALSE
"1519","I hope the @apple iPhone XI includes TouchID. I'm completely unimpressed with FaceID. I enter a passcode about 40%  ","2017-12-15 17:54:25","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1520","@AppleSupport Hi Apple, we were messaging about my exploding iPhone, but now I haven't gotten a response in two wee  ","2017-12-15 17:53:38","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
